chr19:15778978-15778978	chr19:15917978-15917978
chrX:114325237-114325237	chrX:114418981-114418981
chr6:152699823-152699823	chr6:152658130-152658130
chr15:54748372-54748372	chr15:56961080-56961080
chr1:168078263-168078263	chr1:169811639-169811639
chr1:220894353-220894353	chr1:222827730-222827730
chr11:46849726-46849726	chr11:46893150-46893150
chr2:11273746-11273746	chr2:11356295-11356295
chr6:33372588-33372588	chr6:33264610-33264610
chr1:38170077-38170077	chr1:38397490-38397490
chr16:24280422-24280422	chr16:24372921-24372921
chr17:36587840-36587840	chr17:39334314-39334314
chr14:23095973-23095973	chr14:24026133-24026133
chr17:7517821-7517821	chr17:7577096-7577096
chr19:9074963-9074963	chr19:9213963-9213963
chr6:90024408-90024408	chr6:89967689-89967689
chr7:50579173-50579173	chr7:50611679-50611679
chr6:56580925-56580925	chr6:56472966-56472966
chr11:59940401-59940408	chr11:60183825-60183832
chr16:5079147-5079147	chr16:5139146-5139146
chr3:49135311-49135311	chr3:49160307-49160307
chr3:25810763-25810763	chr3:25835759-25835759
chr11:77231283-77231283	chr11:77553635-77553635
chr13:48679278-48679278	chr13:49781277-49781277
chr2:40509633-40509633	chr2:40656129-40656129
chr10:16917181-16917181	chr10:16877175-16877175
chr12:129492670-129492670	chr12:130926717-130926717
chr7:97455688-97455688	chr7:97617752-97617752
chr22:36037021-36037021	chr22:37707075-37707075
chr19:62332826-62332826	chr19:57641014-57641014
chr2:176774119-176774119	chr2:177065873-177065873
chr9:35097716-35097716	chr9:35107716-35107716
chr14:100474287-100474287	chr14:101404534-101404534
chr5:154152528-154152529	chr5:154172335-154172336
chr4:12948927-12948927	chr4:13339829-13339829
chr1:78156500-78156516	chr1:78383912-78383928
chr18:46581831-46581831	chr18:48327833-48327833
chr4:72841411-72841411	chr4:72622547-72622547
chrX:106731534-106731534	chrX:106844878-106844878
chr11:59957937-59957937	chr11:60201361-60201361
chr7:40069001-40069001	chr7:40102476-40102476
chr8:139214033-139214033	chr8:139144851-139144851
chr11:68100044-68100044	chr11:68343468-68343468
chr8:42380048-42380048	chr8:42260891-42260891
chr12:50996989-50996989	chr12:52710722-52710722
chr7:72592161-72592161	chr7:72954225-72954225
chr9:15458318-15458318	chr9:15468318-15468318
chr12:108145087-108145087	chr12:109660704-109660704
chrX:67860394-67860394	chrX:67943669-67943669
chr14:18925290-18925290	chr14:19855290-19855290
chr12:48070154-48070154	chr12:49783887-49783887
chr2:186379748-186379748	chr2:186671503-186671503
chr3:137353063-137353063	chr3:135870373-135870373
chrX:133528098-133528098	chrX:133700432-133700432
chr3:57822730-57822730	chr3:57847690-57847690
chr4:170908397-170908397	chr4:170671822-170671822
chr1:232810028-232810028	chr1:234743405-234743405
chr1:179152150-179152150	chr1:180885527-180885527
chr9:38386587-38386587	chr9:38396587-38396587
chr5:31358784-31358784	chr5:31323027-31323027
chr2:96283353-96283353	chr2:96919626-96919626
chr3:196939092-196939092	chr3:195453421-195453421
chr19:8930560-8930560	chr19:9069560-9069560
chr17:5932139-5932139	chr17:5991415-5991415
chr17:76551330-76551330	chr17:78936735-78936735
chr6:160841850-160841850	chr6:160921860-160921860
chr3:110171231-110171231	chr3:108688541-108688541
chr19:45090300-45090300	chr19:40398460-40398460
chr22:41502920-41502920	chr22:43172976-43172976
chr22:41502959-41502959	chr22:43173015-43173015
chrX:8394367-8394367	chrX:8434367-8434367
chr5:13912658-13912658	chr5:13859658-13859658
chr10:8155835-8155835	chr10:8115829-8115829
chr5:137553295-137553295	chr5:137525396-137525396
chr15:57697870-57697870	chr15:59910578-59910578
chr8:52488294-52488294	chr8:52325741-52325741
chr9:129670149-129670149	chr9:130630328-130630328
chr6:27969348-27969348	chr6:27861369-27861369
chr1:57249459-57249459	chr1:57476871-57476871
chr11:123498906-123498906	chr11:123993696-123993696
chr20:43284354-43284354	chr20:43850940-43850940
chr1:33884931-33884931	chr1:34112344-34112344
chr19:58264237-58264237	chr19:53572425-53572425
chr11:54892429-54892429	chr11:55135853-55135853
chr1:154478982-154478982	chr1:156212358-156212358
chr14:64309824-64309824	chr14:65240071-65240071
chr12:106536183-106536183	chr12:108012053-108012053
chr12:111870278-111870278	chr12:113385895-113385895
chr6:31707139-31707139	chr6:31599160-31599160
chr17:15451633-15451633	chr17:15510908-15510908
chr11:64928943-64928943	chr11:65172367-65172367
chr20:62207941-62207941	chr20:62737497-62737497
chr7:56325854-56325854	chr7:56358360-56358360
chr5:719107-719107	chr5:666107-666107
chr1:62449171-62449171	chr1:62676583-62676583
chr14:64269300-64269300	chr14:65199547-65199547
chr3:182168663-182168663	chr3:180685969-180685969
chr17:59348599-59348599	chr17:61994867-61994867
chr7:24858719-24858719	chr7:24892194-24892194
chr16:66473479-66473479	chr16:67915978-67915978
chr1:184361418-184361418	chr1:186094795-186094795
chr2:86123628-86123628	chr2:86270117-86270117
chr1:246433516-246433516	chr1:248366893-248366893
chr2:206578319-206578319	chr2:206870074-206870074
chr7:99507488-99507488	chr7:99669552-99669552
chr9:72408186-72408186	chr9:73218366-73218366
chr12:64438475-64438475	chr12:66152208-66152208
chr6:32401962-32401962	chr6:32293984-32293984
chr20:20004208-20004208	chr20:20056208-20056208
chr10:104669490-104669490	chr10:104679500-104679500
chr2:15611712-15611712	chr2:15694261-15694261
chr5:161256941-161256941	chr5:161324363-161324363
chr10:75533626-75533626	chr10:75863620-75863620
chr6:32478729-32478729	chr6:32370751-32370751
chr7:31871203-31871203	chr7:31904678-31904678
chr11:117850211-117850211	chr11:118345001-118345001
chr1:109686167-109686167	chr1:109884644-109884644
chr2:219813055-219813055	chr2:220104811-220104811
chr15:83185033-83185033	chr15:85384029-85384029
chr9:114496311-114496311	chr9:115456490-115456490
chr10:44819334-44819334	chr10:45499328-45499328
chr6:41985119-41985119	chr6:41877141-41877141
chr12:51131718-51131718	chr12:52845451-52845451
chr12:51873400-51873400	chr12:53587133-53587133
chr14:64278918-64278918	chr14:65209165-65209165
chr19:12105149-12105149	chr19:12244149-12244149
chr1:19516826-19516826	chr1:19644239-19644239
chr20:2744199-2744199	chr20:2796199-2796199
chr11:106316092-106316092	chr11:106810882-106810882
chr11:76617841-76617841	chr11:76940193-76940193
chr22:48602775-48602775	chr22:50216771-50216771
chr8:73121302-73121302	chr8:72958748-72958748
chr11:64175551-64175551	chr11:64418975-64418975
chr16:4880816-4880816	chr16:4940815-4940815
chr7:83428852-83428852	chr7:83590916-83590916
chr1:117112884-117112884	chr1:117311361-117311361
chr7:101669490-101669490	chr7:101882770-101882770
chr2:219038993-219038993	chr2:219330749-219330749
chr1:55245406-55245406	chr1:55472818-55472818
chr2:206983462-206983462	chr2:207275217-207275217
chr5:180098777-180098777	chr5:180166171-180166171
chrX:149906997-149906997	chrX:150156339-150156339
chr7:129643203-129643203	chr7:129855967-129855967
chr7:136920534-136920534	chr7:137269994-137269994
chr11:66981625-66981625	chr11:67225049-67225049
chr16:3234555-3234555	chr16:3294554-3294554
chr6:132312240-132312240	chr6:132270547-132270547
chr17:3498892-3498892	chr17:3552143-3552143
chr1:119851725-119851725	chr1:120050202-120050202
chr12:95853005-95853005	chr12:97328874-97328874
chr10:100364691-100364691	chr10:100374701-100374701
chr11:75740716-75740716	chr11:76063068-76063068
chr8:145063680-145063680	chr8:144991692-144991692
chr2:73329796-73329796	chr2:73476288-73476288
chr8:143995505-143995505	chr8:143998503-143998503
chr1:155334285-155334285	chr1:157067661-157067661
chr22:15962934-15962934	chr22:17582934-17582934
chr21:27138609-27138609	chr21:28216738-28216738
chr12:6354247-6354247	chr12:6483986-6483986
chr14:59689618-59689618	chr14:60619865-60619865
chr11:17699087-17699087	chr11:17742511-17742511
chr9:129463266-129463266	chr9:130423445-130423445
chrX:26614219-26614219	chrX:26704298-26704298
chr1:229538776-229538776	chr1:231472153-231472153
chr2:214502947-214502947	chr2:214794702-214794702
chr16:10695678-10695684	chr16:10788177-10788183
chr11:112638845-112638845	chr11:113133635-113133635
chr5:37193674-37193674	chr5:37157917-37157917
chrX:65092965-65092965	chrX:65176240-65176240
chrX:48345272-48345272	chrX:48460328-48460328
chr12:21573205-21573205	chr12:21681938-21681938
chr11:93832397-93832397	chr11:94192749-94192749
chr11:120506024-120506024	chr11:121000814-121000814
chr5:150692983-150692983	chr5:150712790-150712790
chr17:15458039-15458039	chr17:15517314-15517314
chr15:31893024-31893024	chr15:34105732-34105732
chr3:130638271-130638271	chr3:129155581-129155581
chrX:96026213-96026213	chrX:96139557-96139557
chr4:13212500-13212500	chr4:13603402-13603402
chr17:60984923-60984923	chr17:63554461-63554461
chr11:5766602-5766602	chr11:5810026-5810026
chr19:57019744-57019744	chr19:52327932-52327932
chr9:67945115-67945115	chr9:68455295-68455295
chr12:55758778-55758778	chr12:57472511-57472511
chr11:49853086-49853086	chr11:49896510-49896510
chr1:17427784-17427784	chr1:17555197-17555197
chrX:1369297-1369297	chrX:1409297-1409297
chr3:197266552-197266552	chr3:195782155-195782155
chr19:14899059-14899059	chr19:15038059-15038059
chr2:21079293-21079293	chr2:21225788-21225788
chr5:26917246-26917246	chr5:26881489-26881489
chr14:96091943-96091943	chr14:97022190-97022190
chr10:120344602-120344602	chr10:120354612-120354612
chrX:128551916-128551916	chrX:128724235-128724235
chr11:66930933-66930933	chr11:67174357-67174357
chr22:14503346-14503346	chr22:16123346-16123346
chr10:44196227-44196227	chr10:44876221-44876221
chr1:241395019-241395019	chr1:243328396-243328396
chr20:20125351-20125351	chr20:20177351-20177351
chr18:40786485-40786485	chr18:42532487-42532487
chr12:107454673-107454673	chr12:108930543-108930543
chr3:57969549-57969549	chr3:57994509-57994509
chr17:77646616-77646616	chr17:80053327-80053327
chr2:62303217-62303217	chr2:62449713-62449713
chr6:127650041-127650041	chr6:127608348-127608348
chr15:20542656-20542656	chr15:22991215-22991215
chr7:71974924-71974924	chr7:72336988-72336988
chr8:87714097-87714097	chr8:87644981-87644981
chr9:13214390-13214390	chr9:13224390-13224390
chr1:1725806-1725806	chr1:1735946-1735946
chr19:14723249-14723249	chr19:14862249-14862249
chr9:131437381-131437381	chr9:132397560-132397560
chr2:163069272-163069272	chr2:163361026-163361026
chr1:115084017-115084017	chr1:115282494-115282494
chr1:53451632-53451632	chr1:53679044-53679044
chr4:55288964-55288964	chr4:55594207-55594207
chr10:61602752-61602752	chr10:61932746-61932746
chr8:12448950-12448954	chr8:12404579-12404583
chr9:134771199-134771199	chr9:135781378-135781378
chr2:190635223-190635223	chr2:190926978-190926978
chrX:36937157-36937157	chrX:37027236-37027236
chr11:117992083-117992083	chr11:118486873-118486873
chr9:44058381-44058381	chr9:44118385-44118385
chrX:110530911-110530911	chrX:110644255-110644255
chr11:62153999-62153999	chr11:62397423-62397423
chrX:19320095-19320095	chrX:19410174-19410174
chr10:102767941-102767941	chr10:102777951-102777951
chr11:74789474-74789474	chr11:75111826-75111826
chr20:36192038-36192038	chr20:36758624-36758624
chr7:122422791-122422791	chr7:122635555-122635555
chr7:75964673-75964673	chr7:76126737-76126737
chr4:123427270-123427270	chr4:123207820-123207820
chr4:191141376-191141376	chr4:190904382-190904382
chr15:28875469-28875469	chr15:31088177-31088177
chr1:159550838-159550838	chr1:161284214-161284214
chr3:133832874-133832874	chr3:132350184-132350184
chr17:7632127-7632127	chr17:7691402-7691402
chr6:74574677-74574677	chr6:74517956-74517956
chr14:30717204-30717204	chr14:31647453-31647453
chr15:75026866-75026866	chr15:77239811-77239811
chr8:110526387-110526387	chr8:110457211-110457211
chr2:109327085-109327085	chr2:109960653-109960653
chr11:123399064-123399064	chr11:123893854-123893854
chr1:175006865-175006865	chr1:176740242-176740242
chr1:184323064-184323064	chr1:186056441-186056441
chr17:177536-177536	chr17:177536-177536
chr16:20883935-20883935	chr16:20976434-20976434
chr10:38685349-38685349	chr10:38645343-38645343
chrX:108534317-108534317	chrX:108647661-108647661
chr16:21120977-21120977	chr16:21213476-21213476
chr3:66543267-66543267	chr3:66460577-66460577
chr5:140147502-140147502	chr5:140167318-140167318
chr10:42519665-42519665	chr10:43199659-43199659
chr19:35195069-35195069	chr19:30503229-30503229
chr5:74360960-74360960	chr5:74325204-74325204
chr17:43270750-43270750	chr17:45915751-45915751
chr19:55254964-55254964	chr19:50563152-50563152
chr18:19997243-19997243	chr18:21743245-21743245
chr18:42284698-42284698	chr18:44030700-44030700
chr8:101670323-101670323	chr8:101601147-101601147
chr19:51689384-51689384	chr19:46997544-46997544
chr2:179104743-179104743	chr2:179396497-179396497
chr11:89217876-89217876	chr11:89578228-89578228
chr22:30443269-30443269	chr22:32113269-32113269
chr22:14503309-14503309	chr22:16123309-16123309
chr15:49292019-49292019	chr15:51504727-51504727
chr3:69325656-69325656	chr3:69242966-69242966
chr20:55570071-55570071	chr20:56136665-56136665
chr16:5018936-5018936	chr16:5078935-5078935
chr1:184274712-184274712	chr1:186008089-186008089
chr5:140286940-140286940	chr5:140306756-140306756
chr5:108952555-108952555	chr5:108924656-108924656
chr8:145636236-145636236	chr8:145665428-145665428
chr7:100035708-100035708	chr7:100197772-100197772
chr1:178328735-178328735	chr1:180062112-180062112
chr11:125336083-125336083	chr11:125830873-125830873
chr7:100471112-100471112	chr7:100684392-100684392
chrMT:516-517	NA
chr21:37382416-37382416	chr21:38460546-38460546
chr3:16236474-16236474	chr3:16261470-16261470
chr7:100012563-100012563	chr7:100174627-100174627
chr5:176016486-176016486	chr5:176083880-176083880
chr1:166964999-166964999	chr1:168698375-168698375
chr10:124156178-124156178	chr10:124166188-124166188
chr22:22952737-22952737	chr22:24622737-24622737
chr7:101766195-101766195	chr7:101979475-101979475
chr8:95574202-95574202	chr8:95505026-95505026
chr17:26584003-26584015	chr17:29559877-29559889
chr11:106203477-106203477	chr11:106698267-106698267
chr1:161563964-161563973	chr1:163297340-163297349
chrX:102728396-102728396	chrX:102841740-102841740
chrX:54178044-54178044	chrX:54161319-54161319
chrX:48342063-48342063	chrX:48457119-48457119
chr3:132201087-132201087	chr3:130718397-130718397
chr1:156815900-156815900	chr1:158549276-158549276
chr1:144273630-144273630	chr1:145562273-145562273
chr1:195663387-195663387	chr1:197396764-197396764
chr12:121524390-121524390	chr12:122958437-122958437
chr9:35057954-35057954	chr9:35067954-35067954
chr11:116160330-116160330	chr11:116655120-116655120
chr10:38984471-38984471	chr10:38944465-38944465
chr6:102413892-102413892	chr6:102307199-102307199
chr16:68283385-68283385	chr16:69725884-69725884
chr13:75293517-75293517	chr13:76395516-76395516
chr11:127316136-127316136	chr11:127810926-127810926
chr12:44101150-44101150	chr12:45814883-45814883
chr12:123451136-123451136	chr12:124885183-124885183
chr19:21949366-21949366	chr19:22157526-22157526
chr2:89662555-89662555	chr2:90025254-90025254
chr15:49560740-49560740	chr15:51773448-51773448
chr2:10501370-10501370	chr2:10583919-10583919
chr22:22703826-22703829	chr22:24373826-24373829
chr5:150826952-150826952	chr5:150846759-150846759
chr3:49688598-49688598	chr3:49713594-49713594
chrMT:8822-8822	NA
chr9:980520-980520	chr9:990520-990520
chr9:204631-204631	chr9:214631-214631
chr2:10829487-10829487	chr2:10912036-10912036
chr7:12478398-12478398	chr7:12511873-12511873
chr6:36545862-36545862	chr6:36437884-36437884
chr7:107185914-107185914	chr7:107398678-107398678
chr1:117840976-117840976	chr1:118039453-118039453
chr20:23013155-23013155	chr20:23065155-23065155
chr10:67499117-67499117	chr10:67829111-67829111
chr1:158727560-158727560	chr1:160460936-160460936
chr20:2328266-2328266	chr20:2380266-2380266
chr6:151817385-151817385	chr6:151775692-151775692
chr19:51690482-51690482	chr19:46998642-46998642
chr7:109387315-109387315	chr7:109600079-109600079
chr6:51632396-51632396	chr6:51524437-51524437
chr20:24898955-24898955	chr20:24950955-24950955
chr5:108415055-108415055	chr5:108387156-108387156
chr3:55479364-55479364	chr3:55504324-55504324
chr19:50712885-50712885	chr19:46021045-46021045
chr10:106592551-106592551	chr10:106602561-106602561
chr9:5911844-5911844	chr9:5921844-5921844
chr10:5426132-5426132	chr10:5436132-5436132
chrX:90577705-90577705	chrX:90691049-90691049
chr7:99851863-99851863	chr7:100013927-100013927
chr10:21845472-21845473	chr10:21805466-21805467
chr1:144393381-144393381	chr1:145682024-145682024
chr5:171741704-171741704	chr5:171809099-171809099
chr5:39755332-39755332	chr5:39719575-39719575
chr11:49134888-49134888	chr11:49178312-49178312
chr13:95283233-95283233	chr13:96485232-96485232
chr7:65178371-65178371	chr7:65540936-65540936
chrX:38020908-38020908	chrX:38135964-38135964
chr5:142254013-142254013	chr5:142273829-142273829
chr20:56848754-56848754	chr20:57415359-57415359
chr4:39455696-39455696	chr4:39779301-39779301
chr1:246525465-246525465	chr1:248458842-248458842
chr2:204011148-204011148	chr2:204302903-204302903
chr19:11173613-11173613	chr19:11312613-11312613
chr22:15970378-15970378	chr22:17590378-17590378
chr2:16606879-16606879	chr2:16743398-16743398
chr22:38214126-38214126	chr22:39884180-39884180
chrX:80072225-80072225	chrX:80185569-80185569
chr1:150091395-150091395	chr1:151824771-151824771
chr12:46821396-46821396	chr12:48535129-48535129
chr1:149376821-149376821	chr1:151110197-151110197
chr3:47677866-47677866	chr3:47702862-47702862
